State,State Code,Year,Year Code,Race,Ten-Year Age Groups,Ten-Year Age Groups Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Georgia,13,2005,2005,White,65-74 years,65-74,Drug-Induced Causes,D,17,0,Unreliable,0,0,0
Georgia,13,2005,2005,White,65-74 years,65-74,Alcohol-Induced Causes,A,30,374035,8.0,5.4,11.4,1.5
Georgia,13,2005,2005,White,75-84 years,75-84,Drug-Induced Causes,D,11,228515,Unreliable,2.4,8.6,1.5
Georgia,13,2005,2005,White,75-84 years,75-84,Alcohol-Induced Causes,A,15,228515,Unreliable,3.7,10.8,1.7
Georgia,13,2006,2006,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,21,0,0.0,0,0,0
Georgia,13,2006,2006,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,45,434966,10.3,7.5,13.8,1.5
Georgia,13,2006,2006,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,24,0,0.0,0,0,0
Georgia,13,2006,2006,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,65,370273,17.6,13.5,22.4,2.2
Georgia,13,2006,2006,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,37,370273,10.0,7,13.8,1.6
Georgia,13,2006,2006,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,16,0,Unreliable,0,0,0
Georgia,13,2006,2006,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,56,0,0.0,0,0,0
Georgia,13,2006,2006,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,25,109630,22.8,14.8,33.7,4.6
Georgia,13,2006,2006,White,15-24 years,15-24,Drug-Induced Causes,D,64,803483,8.0,6.1,10.2,1
Georgia,13,2006,2006,White,25-34 years,25-34,Drug-Induced Causes,D,139,828632,16.8,14,19.6,1.4
Georgia,13,2006,2006,White,35-44 years,35-44,Drug-Induced Causes,D,217,0,0.0,0,0,0
Georgia,13,2006,2006,White,35-44 years,35-44,Alcohol-Induced Causes,A,47,0,0.0,0,0,0
Georgia,13,2006,2006,White,45-54 years,45-54,Drug-Induced Causes,D,228,868061,26.3,22.9,29.7,1.7
Georgia,13,2006,2006,White,45-54 years,45-54,Alcohol-Induced Causes,A,119,0,0.0,0,0,0
Georgia,13,2006,2006,White,55-64 years,55-64,Drug-Induced Causes,D,70,675814,10.4,8.1,13.1,1.2
Georgia,13,2006,2006,White,55-64 years,55-64,Alcohol-Induced Causes,A,100,0,0.0,0,0,0
Georgia,13,2006,2006,White,65-74 years,65-74,Drug-Induced Causes,D,14,390546,Unreliable,2,6,1
Georgia,13,2006,2006,White,65-74 years,65-74,Alcohol-Induced Causes,A,50,0,0.0,0,0,0
Georgia,13,2006,2006,White,75-84 years,75-84,Drug-Induced Causes,D,12,234328,Unreliable,2.6,8.9,1.5
Georgia,13,2006,2006,White,75-84 years,75-84,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Georgia,13,2007,2007,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,23,426635,5.4,3.4,8.1,1.1
Georgia,13,2007,2007,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,41,443885,9.2,6.6,12.5,1.4
Georgia,13,2007,2007,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,14,443885,Unreliable,1.7,5.3,0.8
Georgia,13,2007,2007,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,63,386863,16.3,12.5,20.8,2.1
Georgia,13,2007,2007,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,40,0,0.0,0,0,0
Georgia,13,2007,2007,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,26,236716,11.0,7.2,16.1,2.2
Georgia,13,2007,2007,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,40,0,0.0,0,0,0
Georgia,13,2007,2007,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,21,0,0.0,0,0,0
Georgia,13,2007,2007,White,15-24 years,15-24,Drug-Induced Causes,D,96,810893,11.8,9.6,14.5,1.2
Georgia,13,2007,2007,White,25-34 years,25-34,Drug-Induced Causes,D,158,0,0.0,0,0,0
Georgia,13,2007,2007,White,25-34 years,25-34,Alcohol-Induced Causes,A,13,825654,Unreliable,0.8,2.7,0.4
Georgia,13,2007,2007,White,35-44 years,35-44,Drug-Induced Causes,D,206,919962,22.4,19.3,25.5,1.6
Georgia,13,2007,2007,White,35-44 years,35-44,Alcohol-Induced Causes,A,53,0,0.0,0,0,0
Georgia,13,2007,2007,White,45-54 years,45-54,Drug-Induced Causes,D,226,886945,25.5,22.2,28.8,1.7
Georgia,13,2007,2007,White,45-54 years,45-54,Alcohol-Induced Causes,A,129,886945,14.5,12,17.1,1.3
Georgia,13,2007,2007,White,55-64 years,55-64,Drug-Induced Causes,D,91,0,0.0,0,0,0
Georgia,13,2007,2007,White,55-64 years,55-64,Alcohol-Induced Causes,A,110,699906,15.7,12.8,18.7,1.5
Georgia,13,2007,2007,White,65-74 years,65-74,Drug-Induced Causes,D,13,0,Unreliable,0,0,0
Georgia,13,2007,2007,White,65-74 years,65-74,Alcohol-Induced Causes,A,41,404758,10.1,7.3,13.7,1.6
Georgia,13,2007,2007,White,75-84 years,75-84,Drug-Induced Causes,D,11,237772,Unreliable,2.3,8.3,1.4
Georgia,13,2007,2007,White,75-84 years,75-84,Alcohol-Induced Causes,A,18,0,Unreliable,0,0,0
Georgia,13,2008,2008,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,25,0,0.0,0,0,0
Georgia,13,2008,2008,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,31,0,0.0,0,0,0
Georgia,13,2008,2008,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,12,449190,Unreliable,1.4,4.7,0.8
Georgia,13,2008,2008,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,66,0,0.0,0,0,0
Georgia,13,2008,2008,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,43,0,0.0,0,0,0
Georgia,13,2008,2008,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,28,252125,11.1,7.4,16.1,2.1
Georgia,13,2008,2008,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,47,0,0.0,0,0,0
Georgia,13,2008,2008,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,18,121507,Unreliable,8.8,23.4,3.5
Georgia,13,2008,2008,White,15-24 years,15-24,Drug-Induced Causes,D,101,0,0.0,0,0,0
Georgia,13,2008,2008,White,25-34 years,25-34,Drug-Induced Causes,D,162,827266,19.6,16.6,22.6,1.5
Georgia,13,2008,2008,White,25-34 years,25-34,Alcohol-Induced Causes,A,19,827266,Unreliable,1.4,3.6,0.5
Georgia,13,2008,2008,White,35-44 years,35-44,Drug-Induced Causes,D,182,0,0.0,0,0,0
Georgia,13,2008,2008,White,35-44 years,35-44,Alcohol-Induced Causes,A,43,0,0.0,0,0,0
Georgia,13,2008,2008,White,45-54 years,45-54,Drug-Induced Causes,D,239,0,0.0,0,0,0
Georgia,13,2008,2008,White,45-54 years,45-54,Alcohol-Induced Causes,A,121,899845,13.4,11.1,15.8,1.2
Georgia,13,2008,2008,White,55-64 years,55-64,Drug-Induced Causes,D,79,716183,11.0,8.7,13.7,1.2
Georgia,13,2008,2008,White,55-64 years,55-64,Alcohol-Induced Causes,A,111,0,0.0,0,0,0
Georgia,13,2008,2008,White,65-74 years,65-74,Drug-Induced Causes,D,15,426566,Unreliable,2,5.8,0.9
Georgia,13,2008,2008,White,65-74 years,65-74,Alcohol-Induced Causes,A,36,426566,8.4,5.9,11.7,1.4
Georgia,13,2008,2008,White,75-84 years,75-84,Drug-Induced Causes,D,19,240683,Unreliable,4.8,12.3,1.8
Georgia,13,2008,2008,White,75-84 years,75-84,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
Georgia,13,2009,2009,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,25,439771,5.7,3.7,8.4,1.1
Georgia,13,2009,2009,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,32,447072,7.2,4.9,10.1,1.3
Georgia,13,2009,2009,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,15,447072,Unreliable,1.9,5.5,0.9
Georgia,13,2009,2009,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,60,0,0.0,0,0,0
Georgia,13,2009,2009,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,48,0,0.0,0,0,0
Georgia,13,2009,2009,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,29,0,0.0,0,0,0
Georgia,13,2009,2009,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,57,0,0.0,0,0,0
Georgia,13,2009,2009,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,15,128419,Unreliable,6.5,19.3,3
Georgia,13,2009,2009,White,15-24 years,15-24,Drug-Induced Causes,D,84,0,0.0,0,0,0
Georgia,13,2009,2009,White,25-34 years,25-34,Drug-Induced Causes,D,167,0,0.0,0,0,0
Georgia,13,2009,2009,White,25-34 years,25-34,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Georgia,13,2009,2009,White,35-44 years,35-44,Drug-Induced Causes,D,202,894374,22.6,19.5,25.7,1.6
Georgia,13,2009,2009,White,35-44 years,35-44,Alcohol-Induced Causes,A,49,894374,5.5,4.1,7.2,0.8
Georgia,13,2009,2009,White,45-54 years,45-54,Drug-Induced Causes,D,268,0,0.0,0,0,0
Georgia,13,2009,2009,White,45-54 years,45-54,Alcohol-Induced Causes,A,154,0,0.0,0,0,0
Georgia,13,2009,2009,White,55-64 years,55-64,Drug-Induced Causes,D,100,735475,13.6,10.9,16.3,1.4
Georgia,13,2009,2009,White,55-64 years,55-64,Alcohol-Induced Causes,A,107,0,0.0,0,0,0
Georgia,13,2009,2009,White,65-74 years,65-74,Drug-Induced Causes,D,27,444847,6.1,4,8.8,1.2
Georgia,13,2009,2009,White,65-74 years,65-74,Alcohol-Induced Causes,A,49,0,0.0,0,0,0
Georgia,13,2009,2009,White,75-84 years,75-84,Drug-Induced Causes,D,15,242391,Unreliable,3.5,10.2,1.6
Georgia,13,2009,2009,White,75-84 years,75-84,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Georgia,13,2010,2010,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,17,0,Unreliable,0,0,0
Georgia,13,2010,2010,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,31,0,0.0,0,0,0
Georgia,13,2010,2010,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
Georgia,13,2010,2010,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,47,0,0.0,0,0,0
Georgia,13,2010,2010,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,43,421666,10.2,7.4,13.7,1.6
Georgia,13,2010,2010,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,33,282918,11.7,8,16.4,2
Georgia,13,2010,2010,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,50,282918,17.7,13.1,23.3,2.5
Georgia,13,2010,2010,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,27,0,0.0,0,0,0
Georgia,13,2010,2010,White,15-24 years,15-24,Drug-Induced Causes,D,101,820983,12.3,9.9,14.7,1.2
Georgia,13,2010,2010,White,25-34 years,25-34,Drug-Induced Causes,D,178,0,0.0,0,0,0
Georgia,13,2010,2010,White,25-34 years,25-34,Alcohol-Induced Causes,A,18,822953,Unreliable,1.3,3.5,0.5
Georgia,13,2010,2010,White,35-44 years,35-44,Drug-Induced Causes,D,233,880715,26.5,23.1,29.9,1.7
Georgia,13,2010,2010,White,35-44 years,35-44,Alcohol-Induced Causes,A,51,880715,5.8,4.3,7.6,0.8
Georgia,13,2010,2010,White,45-54 years,45-54,Drug-Induced Causes,D,291,0,0.0,0,0,0
Georgia,13,2010,2010,White,45-54 years,45-54,Alcohol-Induced Causes,A,164,0,0.0,0,0,0
Georgia,13,2010,2010,White,55-64 years,55-64,Drug-Induced Causes,D,125,753534,16.6,13.7,19.5,1.5
Georgia,13,2010,2010,White,55-64 years,55-64,Alcohol-Induced Causes,A,154,753534,20.4,17.2,23.7,1.6
Georgia,13,2010,2010,White,65-74 years,65-74,Drug-Induced Causes,D,22,0,0.0,0,0,0
Georgia,13,2010,2010,White,65-74 years,65-74,Alcohol-Induced Causes,A,58,0,0.0,0,0,0
Georgia,13,2010,2010,White,75-84 years,75-84,Drug-Induced Causes,D,11,245455,Unreliable,2.2,8,1.4
Georgia,13,2010,2010,White,75-84 years,75-84,Alcohol-Induced Causes,A,20,245455,8.1,5,12.6,1.8
Georgia,13,2011,2011,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,20,0,0.0,0,0,0
Georgia,13,2011,2011,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,36,440565,8.2,5.7,11.3,1.4
Georgia,13,2011,2011,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,16,440565,Unreliable,2.1,5.9,0.9
Georgia,13,2011,2011,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,46,0,0.0,0,0,0
Georgia,13,2011,2011,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,53,428214,12.4,9.3,16.2,1.7
Georgia,13,2011,2011,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,35,301550,11.6,8.1,16.1,2
Georgia,13,2011,2011,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,75,0,0.0,0,0,0
Georgia,13,2011,2011,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,28,141523,19.8,13.1,28.6,3.7
Georgia,13,2011,2011,White,15-24 years,15-24,Drug-Induced Causes,D,87,0,0.0,0,0,0
Georgia,13,2011,2011,White,25-34 years,25-34,Drug-Induced Causes,D,189,0,0.0,0,0,0
Georgia,13,2011,2011,White,25-34 years,25-34,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Georgia,13,2011,2011,White,35-44 years,35-44,Drug-Induced Causes,D,216,0,0.0,0,0,0
Georgia,13,2011,2011,White,35-44 years,35-44,Alcohol-Induced Causes,A,42,0,0.0,0,0,0
Georgia,13,2011,2011,White,45-54 years,45-54,Drug-Induced Causes,D,292,911899,32.0,28.3,35.7,1.9
Georgia,13,2011,2011,White,45-54 years,45-54,Alcohol-Induced Causes,A,145,0,0.0,0,0,0
Georgia,13,2011,2011,White,55-64 years,55-64,Drug-Induced Causes,D,121,0,0.0,0,0,0
Georgia,13,2011,2011,White,55-64 years,55-64,Alcohol-Induced Causes,A,120,778395,15.4,12.7,18.2,1.4
Georgia,13,2011,2011,White,65-74 years,65-74,Drug-Induced Causes,D,25,0,0.0,0,0,0
Georgia,13,2011,2011,White,65-74 years,65-74,Alcohol-Induced Causes,A,61,477944,12.8,9.8,16.4,1.6
Georgia,13,2011,2011,White,75-84 years,75-84,Drug-Induced Causes,D,16,251119,Unreliable,3.6,10.3,1.6
Georgia,13,2011,2011,White,75-84 years,75-84,Alcohol-Induced Causes,A,16,251119,Unreliable,3.6,10.3,1.6
Georgia,13,2012,2012,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,24,0,0.0,0,0,0
Georgia,13,2012,2012,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,28,0,0.0,0,0,0
Georgia,13,2012,2012,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,21,440336,4.8,3,7.3,1
Georgia,13,2012,2012,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,47,429929,10.9,8,14.5,1.6
Georgia,13,2012,2012,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,47,0,0.0,0,0,0
Georgia,13,2012,2012,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,33,314858,10.5,7.2,14.7,1.8
Georgia,13,2012,2012,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,67,0,0.0,0,0,0
Georgia,13,2012,2012,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,27,151841,17.8,11.7,25.9,3.4
Georgia,13,2012,2012,Black or African American,75-84 years,75-84,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
Georgia,13,2012,2012,White,15-24 years,15-24,Drug-Induced Causes,D,73,0,0.0,0,0,0
Georgia,13,2012,2012,White,25-34 years,25-34,Drug-Induced Causes,D,188,0,0.0,0,0,0
Georgia,13,2012,2012,White,25-34 years,25-34,Alcohol-Induced Causes,A,17,834986,Unreliable,1.2,3.3,0.5
Georgia,13,2012,2012,White,35-44 years,35-44,Drug-Induced Causes,D,225,859172,26.2,22.8,29.6,1.7
Georgia,13,2012,2012,White,35-44 years,35-44,Alcohol-Induced Causes,A,45,0,0.0,0,0,0
Georgia,13,2012,2012,White,45-54 years,45-54,Drug-Induced Causes,D,282,907353,31.1,27.5,34.7,1.9
Georgia,13,2012,2012,White,45-54 years,45-54,Alcohol-Induced Causes,A,132,907353,14.5,12.1,17,1.3
Georgia,13,2012,2012,White,55-64 years,55-64,Drug-Induced Causes,D,131,781433,16.8,13.9,19.6,1.5
Georgia,13,2012,2012,White,55-64 years,55-64,Alcohol-Induced Causes,A,182,781433,23.3,19.9,26.7,1.7
Georgia,13,2012,2012,White,65-74 years,65-74,Drug-Induced Causes,D,33,0,0.0,0,0,0
Georgia,13,2012,2012,White,65-74 years,65-74,Alcohol-Induced Causes,A,51,515679,9.9,7.4,13,1.4
Georgia,13,2012,2012,White,75-84 years,75-84,Alcohol-Induced Causes,A,17,256664,Unreliable,3.9,10.6,1.6
Georgia,13,2013,2013,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,23,462014,5.0,3.2,7.5,1
Georgia,13,2013,2013,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,25,442046,5.7,3.7,8.3,1.1
Georgia,13,2013,2013,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
Georgia,13,2013,2013,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,48,433271,11.1,8.2,14.7,1.6
Georgia,13,2013,2013,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,47,0,0.0,0,0,0
Georgia,13,2013,2013,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,32,326554,9.8,6.7,13.8,1.7
Georgia,13,2013,2013,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,68,0,0.0,0,0,0
Georgia,13,2013,2013,Black or African American,65-74 years,65-74,Drug-Induced Causes,D,10,164152,Unreliable,2.9,11.2,1.9
Georgia,13,2013,2013,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,30,164152,18.3,12.3,26.1,3.3
Georgia,13,2013,2013,White,15-24 years,15-24,Drug-Induced Causes,D,84,832756,10.1,8,12.5,1.1
Georgia,13,2013,2013,White,25-34 years,25-34,Drug-Induced Causes,D,186,0,0.0,0,0,0
Georgia,13,2013,2013,White,25-34 years,25-34,Alcohol-Induced Causes,A,19,826625,Unreliable,1.4,3.6,0.5
Georgia,13,2013,2013,White,35-44 years,35-44,Drug-Induced Causes,D,228,850141,26.8,23.3,30.3,1.8
Georgia,13,2013,2013,White,35-44 years,35-44,Alcohol-Induced Causes,A,63,0,0.0,0,0,0
Georgia,13,2013,2013,White,45-54 years,45-54,Drug-Induced Causes,D,258,902737,28.6,25.1,32.1,1.8
Georgia,13,2013,2013,White,45-54 years,45-54,Alcohol-Induced Causes,A,144,0,0.0,0,0,0
Georgia,13,2013,2013,White,55-64 years,55-64,Drug-Induced Causes,D,178,0,0.0,0,0,0
Georgia,13,2013,2013,White,55-64 years,55-64,Alcohol-Induced Causes,A,184,788222,23.3,20,26.7,1.7
Georgia,13,2013,2013,White,65-74 years,65-74,Drug-Induced Causes,D,43,0,0.0,0,0,0
Georgia,13,2013,2013,White,65-74 years,65-74,Alcohol-Induced Causes,A,54,543583,9.9,7.5,13,1.4
Georgia,13,2013,2013,White,75-84 years,75-84,Drug-Induced Causes,D,16,262826,Unreliable,3.5,9.9,1.5
Georgia,13,2013,2013,White,75-84 years,75-84,Alcohol-Induced Causes,A,20,0,0.0,0,0,0
Georgia,13,2014,2014,Black or African American,15-24 years,15-24,Drug-Induced Causes,D,17,0,Unreliable,0,0,0
Georgia,13,2014,2014,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,27,473689,5.7,3.8,8.3,1.1
Georgia,13,2014,2014,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,41,0,0.0,0,0,0
Georgia,13,2014,2014,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,13,446936,Unreliable,1.5,5,0.8
Georgia,13,2014,2014,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,48,435125,11.0,8.1,14.6,1.6
Georgia,13,2014,2014,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,51,0,0.0,0,0,0
Georgia,13,2014,2014,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,37,0,0.0,0,0,0
Georgia,13,2014,2014,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,71,0,0.0,0,0,0
Georgia,13,2014,2014,Black or African American,65-74 years,65-74,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Georgia,13,2014,2014,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,33,177428,18.6,12.8,26.1,3.2
Georgia,13,2014,2014,White,15-24 years,15-24,Drug-Induced Causes,D,95,834021,11.4,9.2,13.9,1.2
Georgia,13,2014,2014,White,25-34 years,25-34,Drug-Induced Causes,D,242,0,0.0,0,0,0
Georgia,13,2014,2014,White,25-34 years,25-34,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
Georgia,13,2014,2014,White,35-44 years,35-44,Drug-Induced Causes,D,242,0,0.0,0,0,0
Georgia,13,2014,2014,White,35-44 years,35-44,Alcohol-Induced Causes,A,39,0,0.0,0,0,0
Georgia,13,2014,2014,White,45-54 years,45-54,Drug-Induced Causes,D,269,899757,29.9,26.3,33.5,1.8
Georgia,13,2014,2014,White,45-54 years,45-54,Alcohol-Induced Causes,A,152,0,0.0,0,0,0
Georgia,13,2014,2014,White,55-64 years,55-64,Drug-Induced Causes,D,160,0,0.0,0,0,0
Georgia,13,2014,2014,White,55-64 years,55-64,Alcohol-Induced Causes,A,183,0,0.0,0,0,0
Georgia,13,2014,2014,White,65-74 years,65-74,Drug-Induced Causes,D,42,0,0.0,0,0,0
Georgia,13,2014,2014,White,65-74 years,65-74,Alcohol-Induced Causes,A,76,0,0.0,0,0,0
Georgia,13,2014,2014,White,75-84 years,75-84,Drug-Induced Causes,D,17,270622,Unreliable,3.7,10.1,1.5
Georgia,13,2014,2014,White,75-84 years,75-84,Alcohol-Induced Causes,A,20,0,0.0,0,0,0
Georgia,13,2015,2015,Black or African American,15-24 years,15-24,Drug-Induced Causes,D,10,538040,Unreliable,0.9,3.4,0.6
Georgia,13,2015,2015,Black or African American,25-34 years,25-34,Drug-Induced Causes,D,38,0,0.0,0,0,0
Georgia,13,2015,2015,Black or African American,35-44 years,35-44,Drug-Induced Causes,D,49,0,0.0,0,0,0
Georgia,13,2015,2015,Black or African American,35-44 years,35-44,Alcohol-Induced Causes,A,23,453576,5.1,3.2,7.6,1.1
Georgia,13,2015,2015,Black or African American,45-54 years,45-54,Drug-Induced Causes,D,60,439805,13.6,10.4,17.6,1.8
Georgia,13,2015,2015,Black or African American,45-54 years,45-54,Alcohol-Induced Causes,A,40,439805,9.1,6.5,12.4,1.4
Georgia,13,2015,2015,Black or African American,55-64 years,55-64,Drug-Induced Causes,D,42,0,0.0,0,0,0
Georgia,13,2015,2015,Black or African American,55-64 years,55-64,Alcohol-Induced Causes,A,72,351906,20.5,16,25.8,2.4
Georgia,13,2015,2015,Black or African American,65-74 years,65-74,Drug-Induced Causes,D,17,190354,Unreliable,5.2,14.3,2.2
Georgia,13,2015,2015,Black or African American,65-74 years,65-74,Alcohol-Induced Causes,A,34,0,0.0,0,0,0
Georgia,13,2015,2015,White,15-24 years,15-24,Drug-Induced Causes,D,106,834995,12.7,10.3,15.1,1.2
Georgia,13,2015,2015,White,25-34 years,25-34,Drug-Induced Causes,D,288,832582,34.6,30.6,38.6,2
Georgia,13,2015,2015,White,25-34 years,25-34,Alcohol-Induced Causes,A,20,832582,2.4,1.5,3.7,0.5
Georgia,13,2015,2015,White,35-44 years,35-44,Drug-Induced Causes,D,244,0,0.0,0,0,0
Georgia,13,2015,2015,White,35-44 years,35-44,Alcohol-Induced Causes,A,55,0,0.0,0,0,0
Georgia,13,2015,2015,White,45-54 years,45-54,Drug-Induced Causes,D,244,899671,27.1,23.7,30.5,1.7
Georgia,13,2015,2015,White,45-54 years,45-54,Alcohol-Induced Causes,A,142,899671,15.8,13.2,18.4,1.3
Georgia,13,2015,2015,White,55-64 years,55-64,Drug-Induced Causes,D,177,0,0.0,0,0,0
Georgia,13,2015,2015,White,55-64 years,55-64,Alcohol-Induced Causes,A,218,810922,26.9,23.3,30.5,1.8
Georgia,13,2015,2015,White,65-74 years,65-74,Drug-Induced Causes,D,46,589118,7.8,5.7,10.4,1.2
Georgia,13,2015,2015,White,65-74 years,65-74,Alcohol-Induced Causes,A,74,0,0.0,0,0,0
Georgia,13,2015,2015,White,75-84 years,75-84,Drug-Induced Causes,D,17,278464,Unreliable,3.6,9.8,1.5
Georgia,13,2015,2015,White,75-84 years,75-84,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
Hawaii,15,2005,2005,Asian or Pacific Islander,35-44 years,35-44,Drug-Induced Causes,D,20,122011,16.4,10,25.3,3.7
Hawaii,15,2005,2005,Asian or Pacific Islander,45-54 years,45-54,Drug-Induced Causes,D,24,0,0.0,0,0,0
Hawaii,15,2005,2005,White,35-44 years,35-44,Drug-Induced Causes,D,20,54558,36.7,22.4,56.6,8.2
Hawaii,15,2005,2005,White,45-54 years,45-54,Drug-Induced Causes,D,33,0,0.0,0,0,0
Hawaii,15,2005,2005,White,45-54 years,45-54,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Hawaii,15,2005,2005,White,55-64 years,55-64,Drug-Induced Causes,D,15,50231,Unreliable,16.7,49.3,7.7
Hawaii,15,2005,2005,White,55-64 years,55-64,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Hawaii,15,2006,2006,Asian or Pacific Islander,35-44 years,35-44,Drug-Induced Causes,D,13,122225,Unreliable,5.7,18.2,2.9
Hawaii,15,2006,2006,Asian or Pacific Islander,45-54 years,45-54,Drug-Induced Causes,D,19,125544,Unreliable,9.1,23.6,3.5
Hawaii,15,2006,2006,White,35-44 years,35-44,Drug-Induced Causes,D,15,0,Unreliable,0,0,0
Hawaii,15,2006,2006,White,45-54 years,45-54,Drug-Induced Causes,D,28,0,0.0,0,0,0
Hawaii,15,2006,2006,White,45-54 years,45-54,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Hawaii,15,2007,2007,Asian or Pacific Islander,35-44 years,35-44,Drug-Induced Causes,D,13,121206,Unreliable,5.7,18.3,3
Hawaii,15,2007,2007,Asian or Pacific Islander,45-54 years,45-54,Drug-Induced Causes,D,19,127206,Unreliable,9,23.3,3.4
Hawaii,15,2007,2007,Asian or Pacific Islander,45-54 years,45-54,Alcohol-Induced Causes,A,13,127206,Unreliable,5.4,17.5,2.8
Hawaii,15,2007,2007,White,35-44 years,35-44,Drug-Induced Causes,D,21,53256,39.4,24.4,60.3,8.6
Hawaii,15,2007,2007,White,45-54 years,45-54,Drug-Induced Causes,D,35,62002,56.4,39.3,78.5,9.5
Hawaii,15,2007,2007,White,45-54 years,45-54,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
